section,key,count
summary,candidate_count,100
summary,approved_count,0
summary,rejected_count,100
reject_reason,target_return_below_threshold,98
reject_reason,spread_too_wide,1
reject_reason,bracket_invalid,1
blocked_by_threshold,ADMA,1
blocked_by_threshold,GLW,1
blocked_by_threshold,ARES,1
blocked_by_threshold,BOIL,1
blocked_by_threshold,SDOW,1
blocked_by_threshold,FTNT,1
blocked_by_threshold,ASTS,1
blocked_by_threshold,FNGU,1
blocked_by_threshold,SLDE,1
blocked_by_threshold,LITE,1
blocked_by_threshold,TALO,1
blocked_by_threshold,NTLA,1
blocked_by_threshold,TXG,1
blocked_by_threshold,BIRK,1
blocked_by_threshold,WULF,1
blocked_by_threshold,EL,1
blocked_by_threshold,ENTG,1
blocked_by_threshold,AMPX,1
blocked_by_threshold,BW,1
blocked_by_threshold,VSNT,1
blocked_by_threshold,DNLI,1
blocked_by_threshold,BRZE,1
blocked_by_threshold,MIR,1
blocked_by_threshold,BBIO,1
blocked_by_threshold,QURE,1
blocked_by_threshold,GEHC,1
blocked_by_threshold,COHR,1
blocked_by_threshold,ETSY,1
blocked_by_threshold,LSCC,1
blocked_by_threshold,ALHC,1
blocked_by_threshold,OC,1
blocked_by_threshold,WHR,1
blocked_by_threshold,FLR,1
blocked_by_threshold,BTSG,1
blocked_by_threshold,TQQQ,1
blocked_by_threshold,PGNY,1
blocked_by_threshold,SNDK,1
blocked_by_threshold,AAOI,1
blocked_by_threshold,LYB,1
blocked_by_threshold,ALB,1
blocked_by_threshold,CSTM,1
blocked_by_threshold,RNA,1
blocked_by_threshold,QID,1
blocked_by_threshold,LNT,1
blocked_by_threshold,JBS,1
blocked_by_threshold,VIAV,1
blocked_by_threshold,ZBH,1
blocked_by_threshold,KRC,1
blocked_by_threshold,ODFL,1
blocked_by_threshold,CPNG,1
blocked_by_threshold,FCX,1
blocked_by_threshold,CUZ,1
blocked_by_threshold,TOST,1
blocked_by_threshold,LUNR,1
blocked_by_threshold,SN,1
blocked_by_threshold,MKSI,1
blocked_by_threshold,BBY,1
blocked_by_threshold,GFI,1
blocked_by_threshold,SJM,1
blocked_by_threshold,ARM,1
blocked_by_threshold,RDDT,1
blocked_by_threshold,SNOW,1
blocked_by_threshold,AEM,1
blocked_by_threshold,ATI,1
blocked_by_threshold,DOW,1
blocked_by_threshold,CRDO,1
blocked_by_threshold,PRCT,1
blocked_by_threshold,BE,1
blocked_by_threshold,ELAN,1
blocked_by_threshold,CAVA,1
blocked_by_threshold,SM,1
blocked_by_threshold,SFM,1
blocked_by_threshold,GDDY,1
blocked_by_threshold,SAIL,1
blocked_by_threshold,QBTS,1
blocked_by_threshold,BDX,1
blocked_by_threshold,CENX,1
blocked_by_threshold,GLNG,1
blocked_by_threshold,NOMD,1
blocked_by_threshold,AEO,1
blocked_by_threshold,CVNA,1
blocked_by_threshold,SRPT,1
blocked_by_threshold,CIFR,1
blocked_by_threshold,MRVL,1
blocked_by_threshold,WYNN,1
blocked_by_threshold,BROS,1
blocked_by_threshold,TRU,1
blocked_by_threshold,KT,1
blocked_by_threshold,BLDR,1
blocked_by_threshold,DDOG,1
blocked_by_threshold,WT,1
blocked_by_threshold,HPQ,1
blocked_by_threshold,CUBE,1
blocked_by_threshold,CE,1
blocked_by_threshold,DOCN,1
blocked_by_threshold,GLL,1
blocked_by_threshold,BMRN,1
blocked_by_threshold,AU,1
blocked_by_spread,FSLY,1
blocked_by_spread,ADMA,1
blocked_by_spread,SDOW,1
blocked_by_spread,ASTS,1
blocked_by_spread,NTLA,1
blocked_by_spread,ENTG,1
blocked_by_spread,DNLI,1
blocked_by_spread,QURE,1
blocked_by_spread,TQQQ,1
blocked_by_spread,SNDK,1
blocked_by_spread,RNA,1
blocked_by_spread,VIAV,1
blocked_by_spread,TOST,1
blocked_by_spread,MKSI,1
blocked_by_spread,SNOW,1
