section,key,count
summary,candidate_count,100
summary,approved_count,0
summary,rejected_count,100
reject_reason,target_return_below_threshold,95
reject_reason,liquidity_too_low,5
blocked_by_threshold,AXTI,1
blocked_by_threshold,RNG,1
blocked_by_threshold,BIRK,1
blocked_by_threshold,MRNA,1
blocked_by_threshold,HUN,1
blocked_by_threshold,MDLN,1
blocked_by_threshold,BSY,1
blocked_by_threshold,FIVN,1
blocked_by_threshold,U,1
blocked_by_threshold,ADMA,1
blocked_by_threshold,SOC,1
blocked_by_threshold,ARES,1
blocked_by_threshold,GPN,1
blocked_by_threshold,SN,1
blocked_by_threshold,RHI,1
blocked_by_threshold,CGAU,1
blocked_by_threshold,KT,1
blocked_by_threshold,GLL,1
blocked_by_threshold,FNGU,1
blocked_by_threshold,VXX,1
blocked_by_threshold,CHWY,1
blocked_by_threshold,CIFR,1
blocked_by_threshold,TSEM,1
blocked_by_threshold,PANW,1
blocked_by_threshold,WAY,1
blocked_by_threshold,APP,1
blocked_by_threshold,ETN,1
blocked_by_threshold,PRCT,1
blocked_by_threshold,WDAY,1
blocked_by_threshold,TENB,1
blocked_by_threshold,RYAN,1
blocked_by_threshold,PCOR,1
blocked_by_threshold,PSX,1
blocked_by_threshold,PGNY,1
blocked_by_threshold,TNGX,1
blocked_by_threshold,STX,1
blocked_by_threshold,FLY,1
blocked_by_threshold,SM,1
blocked_by_threshold,YPF,1
blocked_by_threshold,AG,1
blocked_by_threshold,CRWV,1
blocked_by_threshold,WHR,1
blocked_by_threshold,DFTX,1
blocked_by_threshold,NESR,1
blocked_by_threshold,UAL,1
blocked_by_threshold,OC,1
blocked_by_threshold,BBIO,1
blocked_by_threshold,W,1
blocked_by_threshold,BW,1
blocked_by_threshold,SLB,1
blocked_by_threshold,UMAC,1
blocked_by_threshold,DOC,1
blocked_by_threshold,ASTS,1
blocked_by_threshold,GLXY,1
blocked_by_threshold,ROKU,1
blocked_by_threshold,BATL,1
blocked_by_threshold,CE,1
blocked_by_threshold,ARIS,1
blocked_by_threshold,DOCU,1
blocked_by_threshold,TTD,1
blocked_by_threshold,CF,1
blocked_by_threshold,NEM,1
blocked_by_threshold,LRCX,1
blocked_by_threshold,KD,1
blocked_by_threshold,CC,1
blocked_by_threshold,UUUU,1
blocked_by_threshold,INSM,1
blocked_by_threshold,IONQ,1
blocked_by_threshold,IOT,1
blocked_by_threshold,SQQQ,1
blocked_by_threshold,TXG,1
blocked_by_threshold,DOG,1
blocked_by_threshold,RELY,1
blocked_by_threshold,WSC,1
blocked_by_threshold,ZS,1
blocked_by_threshold,UEC,1
blocked_by_threshold,SVM,1
blocked_by_threshold,AJG,1
blocked_by_threshold,JBS,1
blocked_by_threshold,DASH,1
blocked_by_threshold,HMY,1
blocked_by_threshold,JEF,1
blocked_by_threshold,HL,1
blocked_by_threshold,BBWI,1
blocked_by_threshold,NTSK,1
blocked_by_threshold,SPGI,1
blocked_by_threshold,NET,1
blocked_by_threshold,DBX,1
blocked_by_threshold,ZBH,1
blocked_by_threshold,NG,1
blocked_by_threshold,SUZ,1
blocked_by_threshold,PATH,1
blocked_by_threshold,FPS,1
blocked_by_threshold,OKTA,1
blocked_by_threshold,EQX,1
blocked_by_spread,CHWY,1
blocked_by_spread,PANW,1
blocked_by_spread,TENB,1
blocked_by_spread,ASTS,1
blocked_by_spread,BATL,1
blocked_by_spread,INSM,1
blocked_by_spread,ZS,1
blocked_by_spread,BBWI,1
blocked_by_spread,EQX,1
