section,key,count
summary,candidate_count,100
summary,approved_count,0
summary,rejected_count,100
reject_reason,target_return_below_threshold,97
reject_reason,bracket_invalid,1
reject_reason,spread_too_wide,1
reject_reason,vwap_relationship_blocked,1
blocked_by_threshold,SRAD,1
blocked_by_threshold,BATL,1
blocked_by_threshold,CC,1
blocked_by_threshold,BRBR,1
blocked_by_threshold,LITE,1
blocked_by_threshold,BE,1
blocked_by_threshold,FDX,1
blocked_by_threshold,CE,1
blocked_by_threshold,CCL,1
blocked_by_threshold,TXG,1
blocked_by_threshold,GEN,1
blocked_by_threshold,ALKT,1
blocked_by_threshold,SSRM,1
blocked_by_threshold,PSTG,1
blocked_by_threshold,GLL,1
blocked_by_threshold,TSEM,1
blocked_by_threshold,BRZE,1
blocked_by_threshold,GEO,1
blocked_by_threshold,APP,1
blocked_by_threshold,CDE,1
blocked_by_threshold,INSM,1
blocked_by_threshold,CAVA,1
blocked_by_threshold,AMKR,1
blocked_by_threshold,INTU,1
blocked_by_threshold,CUK,1
blocked_by_threshold,TRI,1
blocked_by_threshold,KLAR,1
blocked_by_threshold,LCID,1
blocked_by_threshold,VG,1
blocked_by_threshold,PGNY,1
blocked_by_threshold,RKLB,1
blocked_by_threshold,AA,1
blocked_by_threshold,PONY,1
blocked_by_threshold,FLY,1
blocked_by_threshold,DOCU,1
blocked_by_threshold,SVM,1
blocked_by_threshold,GPN,1
blocked_by_threshold,NTNX,1
blocked_by_threshold,HPE,1
blocked_by_threshold,MA,1
blocked_by_threshold,OTEX,1
blocked_by_threshold,BTU,1
blocked_by_threshold,ADBE,1
blocked_by_threshold,U,1
blocked_by_threshold,SOLS,1
blocked_by_threshold,RDDT,1
blocked_by_threshold,VSCO,1
blocked_by_threshold,DOCN,1
blocked_by_threshold,ZSL,1
blocked_by_threshold,CRCL,1
blocked_by_threshold,CIEN,1
blocked_by_threshold,BAM,1
blocked_by_threshold,CELH,1
blocked_by_threshold,VALE,1
blocked_by_threshold,CENX,1
blocked_by_threshold,DFTX,1
blocked_by_threshold,DNLI,1
blocked_by_threshold,NOG,1
blocked_by_threshold,VRT,1
blocked_by_threshold,BX,1
blocked_by_threshold,LYV,1
blocked_by_threshold,MDLN,1
blocked_by_threshold,NBIS,1
blocked_by_threshold,KRC,1
blocked_by_threshold,GIS,1
blocked_by_threshold,NVT,1
blocked_by_threshold,AEO,1
blocked_by_threshold,YPF,1
blocked_by_threshold,WT,1
blocked_by_threshold,FROG,1
blocked_by_threshold,NXE,1
blocked_by_threshold,OS,1
blocked_by_threshold,PBR,1
blocked_by_threshold,UMAC,1
blocked_by_threshold,TNGX,1
blocked_by_threshold,ARIS,1
blocked_by_threshold,RNA,1
blocked_by_threshold,BSY,1
blocked_by_threshold,IQV,1
blocked_by_threshold,SEDG,1
blocked_by_threshold,OC,1
blocked_by_threshold,ORLA,1
blocked_by_threshold,SAP,1
blocked_by_threshold,ONB,1
blocked_by_threshold,WMG,1
blocked_by_threshold,V,1
blocked_by_threshold,ROKU,1
blocked_by_threshold,RNG,1
blocked_by_threshold,LW,1
blocked_by_threshold,BCS,1
blocked_by_threshold,CGAU,1
blocked_by_threshold,PATH,1
blocked_by_threshold,ASTS,1
blocked_by_threshold,TPG,1
blocked_by_threshold,FLUT,1
blocked_by_threshold,SEI,1
blocked_by_threshold,ODD,1
blocked_by_spread,MKSI,1
blocked_by_spread,NTSK,1
blocked_by_spread,BATL,1
blocked_by_spread,BRBR,1
blocked_by_spread,SSRM,1
blocked_by_spread,GLL,1
blocked_by_spread,APP,1
blocked_by_spread,CDE,1
blocked_by_spread,CAVA,1
blocked_by_spread,RKLB,1
blocked_by_spread,AA,1
blocked_by_spread,BTU,1
