section,key,count
summary,candidate_count,100
summary,approved_count,0
summary,rejected_count,100
reject_reason,target_return_below_threshold,81
reject_reason,liquidity_too_low,8
reject_reason,vwap_relationship_blocked,6
reject_reason,bracket_invalid,3
reject_reason,spread_too_wide,2
blocked_by_threshold,NOW,1
blocked_by_threshold,VG,1
blocked_by_threshold,GOOGL,1
blocked_by_threshold,CC,1
blocked_by_threshold,PRGO,1
blocked_by_threshold,NVST,1
blocked_by_threshold,FIG,1
blocked_by_threshold,WAL,1
blocked_by_threshold,ADMA,1
blocked_by_threshold,CARR,1
blocked_by_threshold,ES,1
blocked_by_threshold,REAL,1
blocked_by_threshold,PSKY,1
blocked_by_threshold,NESR,1
blocked_by_threshold,TNGX,1
blocked_by_threshold,SMTC,1
blocked_by_threshold,PRCT,1
blocked_by_threshold,PATH,1
blocked_by_threshold,RNA,1
blocked_by_threshold,SOFI,1
blocked_by_threshold,ANET,1
blocked_by_threshold,FLY,1
blocked_by_threshold,SFM,1
blocked_by_threshold,UCO,1
blocked_by_threshold,DUOL,1
blocked_by_threshold,INFY,1
blocked_by_threshold,ALKT,1
blocked_by_threshold,Q,1
blocked_by_threshold,QXO,1
blocked_by_threshold,SATS,1
blocked_by_threshold,AKAM,1
blocked_by_threshold,FPS,1
blocked_by_threshold,MSTR,1
blocked_by_threshold,RDDT,1
blocked_by_threshold,FSLY,1
blocked_by_threshold,FRPT,1
blocked_by_threshold,CHWY,1
blocked_by_threshold,NTSK,1
blocked_by_threshold,CORZ,1
blocked_by_threshold,ARIS,1
blocked_by_threshold,RWM,1
blocked_by_threshold,BTSG,1
blocked_by_threshold,SLDE,1
blocked_by_threshold,UMAC,1
blocked_by_threshold,TXG,1
blocked_by_threshold,HAL,1
blocked_by_threshold,UEC,1
blocked_by_threshold,CIEN,1
blocked_by_threshold,OLN,1
blocked_by_threshold,BRKR,1
blocked_by_threshold,M,1
blocked_by_threshold,FND,1
blocked_by_threshold,AVGO,1
blocked_by_threshold,TENB,1
blocked_by_threshold,FSK,1
blocked_by_threshold,BAX,1
blocked_by_threshold,KTOS,1
blocked_by_threshold,F,1
blocked_by_threshold,GM,1
blocked_by_threshold,PAAS,1
blocked_by_threshold,CRBG,1
blocked_by_threshold,TRI,1
blocked_by_threshold,CCL,1
blocked_by_threshold,VXX,1
blocked_by_threshold,DASH,1
blocked_by_threshold,FIVN,1
blocked_by_threshold,MAT,1
blocked_by_threshold,BP,1
blocked_by_threshold,HRL,1
blocked_by_threshold,QURE,1
blocked_by_threshold,PAGS,1
blocked_by_threshold,ARM,1
blocked_by_threshold,MKSI,1
blocked_by_threshold,ELAN,1
blocked_by_threshold,MMM,1
blocked_by_threshold,ACHC,1
blocked_by_threshold,NET,1
blocked_by_threshold,FROG,1
blocked_by_threshold,CAVA,1
blocked_by_threshold,CAT,1
blocked_by_threshold,NOG,1
blocked_by_spread,PK,1
blocked_by_spread,SOC,1
blocked_by_spread,CPNG,1
blocked_by_spread,KRMN,1
blocked_by_spread,VG,1
blocked_by_spread,PRGO,1
blocked_by_spread,FIG,1
blocked_by_spread,ADMA,1
blocked_by_spread,CARR,1
blocked_by_spread,REAL,1
blocked_by_spread,NESR,1
blocked_by_spread,TNGX,1
blocked_by_spread,PATH,1
blocked_by_spread,RNA,1
blocked_by_spread,FLY,1
blocked_by_spread,SFM,1
blocked_by_spread,INFY,1
blocked_by_spread,Q,1
blocked_by_spread,QXO,1
blocked_by_spread,FPS,1
blocked_by_spread,FSLY,1
blocked_by_spread,FRPT,1
blocked_by_spread,CORZ,1
blocked_by_spread,SLDE,1
blocked_by_spread,TXG,1
blocked_by_spread,HAL,1
blocked_by_spread,BRKR,1
blocked_by_spread,FND,1
blocked_by_spread,TENB,1
blocked_by_spread,FSK,1
blocked_by_spread,BAX,1
blocked_by_spread,VXX,1
blocked_by_spread,QURE,1
blocked_by_spread,PAGS,1
blocked_by_spread,ELAN,1
blocked_by_spread,FROG,1
