section,key,count
summary,candidate_count,100
summary,approved_count,0
summary,rejected_count,100
reject_reason,target_return_below_threshold,100
blocked_by_threshold,UUUU,1
blocked_by_threshold,ARM,1
blocked_by_threshold,FIVN,1
blocked_by_threshold,BATL,1
blocked_by_threshold,AMKR,1
blocked_by_threshold,GLL,1
blocked_by_threshold,ZSL,1
blocked_by_threshold,ONDS,1
blocked_by_threshold,MU,1
blocked_by_threshold,BBWI,1
blocked_by_threshold,FSM,1
blocked_by_threshold,SMTC,1
blocked_by_threshold,U,1
blocked_by_threshold,AXIA,1
blocked_by_threshold,ADMA,1
blocked_by_threshold,SNOW,1
blocked_by_threshold,COHR,1
blocked_by_threshold,BRKR,1
blocked_by_threshold,KTOS,1
blocked_by_threshold,BSY,1
blocked_by_threshold,AJG,1
blocked_by_threshold,FNGU,1
blocked_by_threshold,LUNR,1
blocked_by_threshold,ACHC,1
blocked_by_threshold,IOT,1
blocked_by_threshold,QURE,1
blocked_by_threshold,OTIS,1
blocked_by_threshold,TECK,1
blocked_by_threshold,NTLA,1
blocked_by_threshold,ODD,1
blocked_by_threshold,CSTM,1
blocked_by_threshold,WRBY,1
blocked_by_threshold,IONQ,1
blocked_by_threshold,PR,1
blocked_by_threshold,SYY,1
blocked_by_threshold,TPG,1
blocked_by_threshold,SNDK,1
blocked_by_threshold,DNLI,1
blocked_by_threshold,Q,1
blocked_by_threshold,HMY,1
blocked_by_threshold,BX,1
blocked_by_threshold,CIEN,1
blocked_by_threshold,CTSH,1
blocked_by_threshold,CCJ,1
blocked_by_threshold,QBTS,1
blocked_by_threshold,ABT,1
blocked_by_threshold,SCCO,1
blocked_by_threshold,LAZ,1
blocked_by_threshold,PANW,1
blocked_by_threshold,VITL,1
blocked_by_threshold,SE,1
blocked_by_threshold,M,1
blocked_by_threshold,ARIS,1
blocked_by_threshold,CC,1
blocked_by_threshold,FSLY,1
blocked_by_threshold,PGNY,1
blocked_by_threshold,MIR,1
blocked_by_threshold,MDLN,1
blocked_by_threshold,SAIL,1
blocked_by_threshold,PBF,1
blocked_by_threshold,PINS,1
blocked_by_threshold,BRZE,1
blocked_by_threshold,RKLB,1
blocked_by_threshold,BJ,1
blocked_by_threshold,SCO,1
blocked_by_threshold,DDOG,1
blocked_by_threshold,CIFR,1
blocked_by_threshold,AXTI,1
blocked_by_threshold,NVT,1
blocked_by_threshold,MEOH,1
blocked_by_threshold,EXLS,1
blocked_by_threshold,GLDM,1
blocked_by_threshold,VIAV,1
blocked_by_threshold,CME,1
blocked_by_threshold,PCAR,1
blocked_by_threshold,NET,1
blocked_by_threshold,TSCO,1
blocked_by_threshold,DOCN,1
blocked_by_threshold,TXG,1
blocked_by_threshold,OKTA,1
blocked_by_threshold,YPF,1
blocked_by_threshold,TENB,1
blocked_by_threshold,AEM,1
blocked_by_threshold,OTEX,1
blocked_by_threshold,CGAU,1
blocked_by_threshold,WAY,1
blocked_by_threshold,VNET,1
blocked_by_threshold,CAI,1
blocked_by_threshold,LITE,1
blocked_by_threshold,EXK,1
blocked_by_threshold,NXE,1
blocked_by_threshold,ELV,1
blocked_by_threshold,ANET,1
blocked_by_threshold,MKSI,1
blocked_by_threshold,OC,1
blocked_by_threshold,W,1
blocked_by_threshold,SW,1
blocked_by_threshold,CX,1
blocked_by_threshold,AMT,1
blocked_by_threshold,BMNR,1
blocked_by_spread,SMTC,1
blocked_by_spread,ADMA,1
blocked_by_spread,LUNR,1
